short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
N. Penneteau,Nicolas Penneteau,71,71,40,185,78,Stade de Reims,French Ligue 1,RES,France,Left,3,1,Medium/Medium,Normal (185+),No,420000,,,,,,
Riesgo,Asier Riesgo Unamuno,71,71,37,187,72,CD Leganés,Spanish Segunda División,GK,Spain,Right,3,1,Medium/Medium,Lean (185+),No,336000,,,,,,
Angulo,Igor Angulo Albóniga,71,71,37,183,79,Mumbai City FC,Indian Super League,ST,Spain,Left,3,3,Medium/Medium,Normal (170-185),No,878000,75,71,61,69,37,69
L. Ponzio,Leonardo Daniel Ponzio,71,71,39,174,71,River Plate,Argentina Primera División,SUB,Argentina,Right,3,3,Low/High,Normal (170-185),No,525000,47,58,69,65,72,67
M. Barovero,Marcelo Alberto Barovero,71,71,37,182,74,Club Atlético de San Luis,Mexican Liga MX,GK,Argentina,Right,3,1,Medium/Medium,Lean (170-185),No,357000,,,,,,
J. Bottinelli,Jonathan Pablo Bottinelli,71,71,36,180,79,Arsenal de Sarandí,Argentina Primera División,SUB,Argentina,Left,3,2,High/High,Normal (170-185),No,471000,36,38,60,60,69,72
J. Dátolo,Jesús Alberto Dátolo,71,71,37,179,77,Club Atlético Banfield,Argentina Primera División,SUB,Argentina,Left,3,4,High/Low,Normal (170-185),No,900000,52,73,73,71,47,55
F. Belluschi,Fernando Daniel Belluschi,71,71,37,173,78,Newell's Old Boys,Argentina Primera División,SUB,Argentina,Right,5,3,High/Medium,Normal (170-185),No,900000,52,72,74,74,63,59
L. Pocrnjic,Luciano Darío Pocrnjic,71,71,39,192,86,Club Atlético Aldosivi,Argentina Primera División,SUB,Argentina,Right,3,1,Medium/Medium,Normal (185+),No,305000,,,,,,
Luíz Carlos,Luíz Carlos Martins Moreira,71,71,35,175,65,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,RCM,Brazil,Right,3,3,Medium/High,Normal (170-185),No,1600000,55,67,68,68,69,72
Juanma,Juan Manuel Marrero Monzón,71,71,38,186,80,CF Fuenlabrada,Spanish Segunda División,LCB,Spain,Left,3,2,High/High,Normal (185+),No,520000,63,50,58,45,70,79
P. Tschauner,Philipp Tschauner,71,71,35,196,100,RB Leipzig,German 1. Bundesliga,RES,Germany,Right,3,1,Medium/Medium,Normal (185+),No,357000,,,,,,
Rolando,Rolando Jorge Pires da Fonseca,71,71,35,189,77,SC Braga,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,2,Medium/Medium,Lean (185+),No,1000000,32,37,56,51,72,69
B. Wright-Phillips,Bradley Wright-Phillips,71,71,36,173,75,Columbus Crew,USA Major League Soccer,SUB,England,Right,4,3,Medium/Low,Normal (170-185),Yes,975000,62,71,57,68,43,67
F. Higuaín,Federico Fernando Higuaín,71,71,36,173,75,Inter Miami CF,USA Major League Soccer,SUB,Argentina,Right,4,3,Medium/Low,Normal (170-185),Yes,900000,44,70,74,70,42,55
P. Aguilar,Paul Nicolás Aguilar Rojas,71,71,35,178,67,Fútbol Club Juárez,Mexican Liga MX,RWB,Mexico,Right,3,3,High/High,Lean (170-185),Yes,978000,70,63,66,66,66,76
J. Moulin,Jessy Moulin,71,71,35,185,88,ESTAC Troyes,French Ligue 1,SUB,France,Right,2,1,Medium/Medium,Normal (185+),No,420000,,,,,,
D. McCarty,Dax McCarty,71,71,34,175,68,Nashville SC,USA Major League Soccer,RCM,United States,Right,3,3,Medium/High,Normal (170-185),No,943000,44,54,67,67,68,74
J. Altidore,Jozy Altidore,71,71,31,183,79,Toronto FC,USA Major League Soccer,ST,United States,Right,4,3,Medium/Low,Normal (170-185),Yes,2400000,66,73,60,65,32,80
M. Torrén,Miguel Ángel Torrén,71,71,32,176,70,Argentinos Juniors,Argentina Primera División,CB,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1800000,67,45,58,56,72,75
Bojan,Bojan Krkić Pérez,71,71,30,170,68,Vissel Kobe,Japanese J. League Division 1,SUB,Spain,Right,4,4,Medium/Low,Lean (170-),Yes,2300000,68,71,71,74,26,43
N. Bertolo,Nicolás Santiago Bertolo,71,71,35,181,77,Platense,Argentina Primera División,LM,Argentina,Right,3,3,High/Low,Normal (170-185),No,1100000,59,70,74,72,38,66
F. Rodríguez,Carlos Felipe Rodríguez Rangel,71,71,32,184,80,Fútbol Club Juárez,Mexican Liga MX,SUB,Mexico,Right,3,1,Medium/Medium,Stocky (170-185),No,1600000,,,,,,
R. Boffin,Ruud Boffin,71,71,33,196,86,Antalyaspor,Turkish Süper Lig,GK,Belgium,Right,2,1,Medium/Medium,Normal (185+),No,1200000,,,,,,
J. García,Javier Hernán García,71,71,34,182,78,Boca Juniors,Argentina Primera División,SUB,Argentina,Right,1,1,Medium/Medium,Normal (170-185),Yes,455000,,,,,,
Bracali,Rafael Wihby Bracali,71,71,40,185,78,Boavista FC,Portuguese Liga ZON SAGRES,GK,Brazil,Right,2,1,Medium/Medium,Normal (185+),No,441000,,,,,,
J. Martínez,José Joaquín Martínez Valadez,71,71,34,177,70,Cruz Azul,Mexican Liga MX,SUB,Mexico,Right,3,3,High/High,Normal (170-185),No,1200000,79,57,69,71,64,70
Edgar,Edgar Bruno da Silva,71,71,34,191,87,Daegu FC,Korean K League 1,LS,Brazil,Right,4,3,High/Medium,Normal (185+),No,1100000,59,73,62,64,32,78
J. Hogg,Jonathan Hogg,71,71,32,176,73,Huddersfield Town,English League Championship,CM,England,Right,3,2,Low/High,Normal (170-185),Yes,2200000,66,53,60,65,69,79
N. Theuerkauf,Norman Theuerkauf,71,71,34,183,80,1. FC Heidenheim 1846,German 2. Bundesliga,LB,Germany,Left,3,2,Medium/High,Normal (170-185),No,1100000,60,56,64,63,73,76
J. Faussurier,Julien Faussurier,71,71,34,173,70,Stade Brestois 29,French Ligue 1,SUB,France,Right,3,2,Medium/Medium,Normal (170-185),No,1400000,57,59,73,70,69,68
Mikel San José,Mikel San José Domínguez,71,71,32,187,79,SD Amorebieta,Spanish Segunda División,CM,Spain,Right,3,2,Medium/High,Normal (185+),Yes,2300000,41,68,64,64,73,76
Dentinho,Bruno Ferreira Bonfim,71,71,32,176,75,Shakhtar Donetsk,Ukrainian Premier League,SUB,Brazil,Right,4,4,Medium/Low,Stocky (170-185),No,3200000,77,69,66,74,47,71
K. Naughton,Kyle Naughton,71,71,32,180,73,Swansea City,English League Championship,SUB,England,Right,3,2,Medium/Medium,Lean (170-185),Yes,2500000,68,52,64,67,70,68
Raúl Fernández,Raúl Fernández-Cavada Mateos,71,71,33,195,92,Unión Deportiva Las Palmas,Spanish Segunda División,GK,Spain,Right,2,1,Medium/Medium,Lean (185+),Yes,960000,,,,,,
Sandro Manoel,Sandro Manoel dos Santos,71,71,32,176,77,Al Taawoun,Saudi Abdul L. Jameel League,RDM,Brazil,Right,3,2,Medium/Medium,Normal (170-185),No,2000000,61,55,69,64,66,80
L. Holtby,Lewis Harry Holtby,71,71,30,176,72,Holstein Kiel,German 2. Bundesliga,LCM,Germany,Left,4,3,Medium/Low,Lean (170-185),No,2900000,67,65,73,74,54,66
M. Morrison,Michael Morrison,71,71,33,188,76,Reading,English League Championship,RCB,England,Right,3,2,Medium/High,Lean (185+),No,1700000,47,38,44,44,72,76
M. Schmelzer,Marcel Schmelzer,71,71,33,180,74,Borussia Dortmund,German 1. Bundesliga,RES,Germany,Left,2,2,Medium/High,Normal (170-185),Yes,1700000,55,48,65,65,74,70
B. Oczipka,Bastian Oczipka,71,71,32,185,85,1. FC Union Berlin,German 1. Bundesliga,SUB,Germany,Left,2,2,Medium/Medium,Normal (185+),No,2300000,64,59,70,63,68,75
M. Schäffler,Manuel Schäffler,71,71,32,189,89,1. FC Nürnberg,German 2. Bundesliga,RS,Germany,Right,3,2,Medium/Medium,Normal (185+),No,2400000,59,74,52,61,32,77
Alcalá,Pedro Alcalá Guirado,71,71,32,196,93,FC Cartagena,Spanish Segunda División,LCB,Spain,Right,4,2,Medium/Medium,Normal (185+),Yes,1900000,32,47,58,52,71,74
Quique,Enrique González Casín,71,71,31,175,67,SD Eibar,Spanish Segunda División,SUB,Spain,Left,3,3,High/Medium,Normal (170-185),No,2600000,72,70,64,71,43,67
Y. Salibur,Yannis Salibur,71,71,30,177,76,Fatih Karagümrük S.K.,Turkish Süper Lig,SUB,France,Left,4,4,High/Medium,Normal (170-185),No,3600000,85,68,67,73,40,63
Hugo Fraile,Hugo Fraile Martín,71,71,34,170,73,AD Alcorcón,Spanish Segunda División,RM,Spain,Right,4,3,High/Medium,Normal (170-),No,1400000,83,69,67,70,47,72
J. Bennett,Joe Bennett,71,71,31,178,74,Wigan Athletic,English League One,SUB,England,Left,2,3,Medium/Medium,Lean (170-185),No,2500000,69,44,65,67,69,70
H. Dean,Harlee Dean,71,71,29,191,75,Birmingham City,English League Championship,RCB,England,Right,3,2,Medium/High,Normal (185+),No,3000000,53,33,46,53,71,75
L. Orbán,Lucas Alfonso Orbán Alegre,71,71,32,179,76,Racing Club,Argentina Primera División,SUB,Argentina,Left,3,2,Medium/High,Normal (170-185),Yes,1800000,66,51,60,60,69,78
A. Briseño,Antonio Briseño Vázquez,71,73,27,185,81,Club Deportivo Guadalajara,Mexican Liga MX,RCB,Mexico,Right,2,2,Low/High,Normal (185+),No,3600000,59,43,49,58,70,78
Rafael,Rafael Cabral Barbosa,71,71,31,186,83,Reading,English League Championship,GK,Brazil,Right,2,1,Medium/Medium,Normal (185+),No,1900000,,,,,,
M. Stiepermann,Marco Stiepermann,71,71,30,190,86,SC Paderborn 07,German 2. Bundesliga,SUB,Germany,Left,2,3,Medium/Low,Lean (185+),No,2900000,62,71,70,71,63,76
M. Zimmermann,Matthias Jürgen Zimmermann,71,71,29,177,76,Fortuna Düsseldorf,German 2. Bundesliga,RB,Germany,Right,2,2,Medium/High,Normal (170-185),Yes,2600000,69,52,67,66,68,71
M. Barthelmé,Maxime Barthelmé,71,71,32,176,73,En Avant de Guingamp,French Ligue 2,RM,France,Left,3,4,Medium/High,Normal (170-185),No,2600000,69,62,72,71,62,65
I. Mboyo,Ilombé Mboyo,71,71,34,186,82,KAA Gent,Belgian Jupiler Pro League,SUB,Belgium,Right,3,3,High/Medium,Normal (185+),No,1400000,67,70,68,71,40,75
Escassi,Alberto Escassi Oliva,71,71,32,185,79,Málaga CF,Spanish Segunda División,SUB,Spain,Right,4,2,Medium/Medium,Normal (185+),No,1900000,47,58,63,58,71,81
A. Forshaw,Adam Forshaw,71,71,29,174,71,Leeds United,English Premier League,SUB,England,Right,3,3,Medium/High,Normal (170-185),Yes,3400000,65,61,72,71,64,64
B. Maubleu,Brice Maubleu,71,71,31,192,83,Grenoble Foot 38,French Ligue 2,GK,France,Right,3,1,Medium/Medium,Normal (185+),No,1800000,,,,,,
Ignasi Miquel,Ignasi Miquel i Pons,71,72,28,189,82,SD Huesca,Spanish Segunda División,LCB,Spain,Left,3,2,Low/High,Normal (185+),No,,59,28,56,59,70,72
Arribas,Alejandro Arribas Garrido,71,71,32,182,76,Real Oviedo,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/Medium,Normal (170-185),No,1900000,69,41,55,58,71,74
F. Jara,Franco Daniel Jara,71,71,32,180,77,FC Dallas,USA Major League Soccer,SUB,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,2300000,74,72,65,71,29,72
Guitián,Alberto Guitián Ceballos,71,71,30,181,69,Club Bolívar,Liga de Fútbol Profesional Boliviano,RCB,Spain,Right,3,2,Low/Medium,Normal (170-185),Yes,3200000,66,41,58,61,70,76
D. Drexler,Dominick Drexler,71,71,31,182,71,FC Schalke 04,German 2. Bundesliga,LCM,Germany,Right,3,3,Medium/High,Lean (170-185),No,2600000,67,63,70,73,40,58
Luna,Antonio Manuel Luna Rodríguez,71,71,30,178,68,FC Cartagena,Spanish Segunda División,LB,Spain,Left,3,3,High/Medium,Normal (170-185),Yes,2600000,69,61,66,68,68,75
D. Appiah,Dennis Appiah,71,71,29,179,68,FC Nantes,French Ligue 1,SUB,France,Right,3,2,Low/Medium,Normal (170-185),No,3200000,75,39,59,63,69,75
T. Kempe,Tobias Kempe,71,71,32,184,77,SV Darmstadt 98,German 2. Bundesliga,SUB,Germany,Right,3,3,Medium/Medium,Normal (170-185),No,2300000,70,70,75,71,42,70
J. Sánchez,Jesús Enrique Sánchez García,71,71,31,168,67,Club Deportivo Guadalajara,Mexican Liga MX,RB,Mexico,Right,3,3,Medium/Medium,Normal (170-),No,2400000,78,57,62,72,67,62
L. González Pirez,Leandro Martín González Pírez,71,71,29,185,80,Inter Miami CF,USA Major League Soccer,LCB,Argentina,Right,3,2,High/High,Normal (185+),Yes,2400000,68,48,62,67,69,80
J. Van Damme,Joachim Van Damme,71,71,29,195,94,KV Mechelen,Belgian Jupiler Pro League,SUB,Belgium,Left,3,2,Medium/Medium,Normal (185+),No,2400000,43,64,68,61,67,81
K. D'Haene,Kristof D'Haene,71,71,31,168,63,KV Kortrijk,Belgian Jupiler Pro League,LB,Belgium,Left,2,3,High/Medium,Lean (170-),No,2000000,73,59,67,74,64,61
G. Burdisso,Guillermo Enio Burdisso,71,71,32,189,82,Club Atlético Lanús,Argentina Primera División,RCB,Argentina,Right,3,2,Medium/High,Normal (185+),No,1800000,45,43,54,52,70,78
J. Clarke-Harris,Jonson Clarke-Harris,71,72,26,183,78,Peterborough United,English League Championship,RS,England,Left,4,3,Medium/Low,Normal (170-185),No,4200000,77,72,54,65,27,78
Marafona,José Carlos Coentrão Marafona,71,71,34,190,86,Aytemiz Alanyaspor,Turkish Süper Lig,SUB,Portugal,Right,2,1,Medium/Medium,Normal (185+),No,650000,,,,,,
C. Nelson,Curtis Nelson,71,73,28,183,74,Cardiff City,English League Championship,LCB,England,Right,3,2,Medium/Medium,Lean (170-185),No,3800000,71,36,50,59,70,81
M. Leitner,Moritz Leitner,71,71,28,178,67,FC Zürich,Swiss Super League,LCM,Germany,Right,4,3,Medium/Medium,Lean (170-185),Yes,2800000,66,65,73,73,59,54
F. Ogier,Florent Ogier,71,71,32,183,73,Clermont Foot 63,French Ligue 1,LCB,France,Right,3,2,Medium/High,Lean (170-185),No,2400000,41,31,39,51,73,78
L. Carole,Lionel Jules Carole,71,71,30,182,78,Yukatel Kayserispor,Turkish Süper Lig,LB,France,Left,2,2,Medium/Medium,Normal (170-185),No,3200000,73,40,62,70,71,74
T. Barkhuizen,Tom Barkhuizen,71,71,27,179,70,Preston North End,English League Championship,SUB,England,Right,3,3,High/Medium,Lean (170-185),No,3800000,94,66,60,70,41,68
Juankar,Juan Carlos Pérez López,71,71,31,178,68,Panathinaikos FC,Greek Super League,LB,Spain,Left,2,3,Medium/Medium,Lean (170-185),Yes,3100000,74,61,66,71,65,69
N. Benezet,Nicolas Benezet,71,71,30,170,65,Seattle Sounders FC,USA Major League Soccer,SUB,France,Right,4,3,High/Medium,Lean (170-),No,2700000,76,68,68,73,34,53
J. Geis,Johannes Geis,71,71,27,181,81,1. FC Nürnberg,German 2. Bundesliga,CDM,Germany,Right,3,2,Low/High,Stocky (170-185),No,2900000,54,63,77,63,68,70
A. Flint,Aden Flint,71,71,31,197,83,Cardiff City,English League Championship,CB,England,Right,3,2,Medium/Medium,Stocky (185+),No,2500000,43,47,40,40,71,81
David Juncà,David Juncà Reñé,71,72,27,175,67,Girona FC,Spanish Segunda División,LB,Spain,Left,2,2,High/Medium,Normal (170-185),Yes,3400000,69,45,62,63,67,74
Jesé,Jesé Rodríguez Ruiz,71,71,28,178,80,Unión Deportiva Las Palmas,Spanish Segunda División,ST,Spain,Right,4,4,Medium/Low,Stocky (170-185),Yes,3000000,74,73,69,75,25,62
Abdón Prats,Abdón Prats Bastidas,71,71,28,181,81,RCD Mallorca,Spain Primera Division,RES,Spain,Left,3,2,Medium/Medium,Normal (170-185),No,4200000,67,76,60,69,29,62
N. Byrne,Nathan Byrne,71,71,29,172,70,Derby County,English League Championship,RB,England,Right,3,3,High/Medium,Normal (170-185),No,3000000,85,52,63,73,63,66
T. Monconduit,Thomas Monconduit,71,71,30,184,83,FC Lorient,French Ligue 1,SUB,France,Right,3,2,Medium/Medium,Normal (170-185),No,3200000,57,55,68,65,70,75
M. Franke,Marcel Franke,71,71,28,193,90,Hannover 96,German 2. Bundesliga,RCB,Germany,Right,2,2,Medium/High,Normal (185+),No,2600000,58,31,40,44,72,77
S. Ameobi,Sammy Ameobi,71,71,29,190,78,Middlesbrough,English League Championship,SUB,England,Left,4,4,Medium/Medium,Normal (185+),Yes,3400000,79,66,65,74,33,65
F. Hübner,Florian Hübner,71,71,30,193,84,1. FC Nürnberg,German 2. Bundesliga,LCB,Germany,Right,3,2,Medium/Medium,Lean (185+),Yes,2400000,51,43,46,42,75,71
T. Smith,Tommy Smith,71,71,29,186,84,Stoke City,English League Championship,RWB,England,Right,3,3,Medium/Medium,Normal (185+),Yes,3000000,69,46,66,66,68,71
A. Knockaert,Anthony Knockaert,71,71,29,172,69,Fulham,English League Championship,SUB,France,Left,3,4,High/Medium,Normal (170-185),Yes,3400000,73,67,70,75,48,65
A. Reach,Adam Michael Reach,71,71,28,185,73,West Bromwich Albion,English League Championship,SUB,England,Left,4,3,High/Medium,Normal (185+),Yes,3200000,75,69,68,72,63,70
M. Bettinelli,Marcus Bettinelli,71,73,29,194,82,Chelsea,English Premier League,RES,England,Right,3,1,Medium/Medium,Normal (185+),Yes,3100000,,,,,,
D. Arslanagic,Dino Arslanagić,71,72,28,191,87,Göztepe SK,Turkish Süper Lig,RCB,Belgium,Right,4,2,Medium/High,Normal (185+),No,3700000,50,32,55,56,71,74
J. Ralls,Joe Ralls,71,72,27,178,70,Cardiff City,English League Championship,LCM,England,Left,2,3,Medium/High,Normal (170-185),Yes,4100000,64,69,71,70,67,67
D. Roef,Davy Roef,71,73,27,187,87,KAA Gent,Belgian Jupiler Pro League,SUB,Belgium,Right,3,1,Medium/Medium,Normal (185+),No,2700000,,,,,,
Joãozinho,João Carlos Reis Graça,71,71,31,185,72,Estoril Praia,Portuguese Liga ZON SAGRES,LB,Portugal,Left,3,3,High/High,Lean (185+),No,2900000,68,55,65,68,68,69
Salvador Agra,Salvador José Milhazes Agra,71,71,29,166,62,CD Tondela,Portuguese Liga ZON SAGRES,LW,Portugal,Right,3,3,Medium/Medium,Stocky (170-),No,3800000,88,66,70,71,34,67
T. Leistner,Toni Leistner,71,71,30,190,87,Sint-Truidense VV,Belgian Jupiler Pro League,RES,Germany,Right,3,2,Low/High,Stocky (185+),No,2200000,58,37,51,48,71,78
R. Schoofs,Rob Schoofs,71,72,27,178,69,KV Mechelen,Belgian Jupiler Pro League,LDM,Belgium,Left,3,3,High/Medium,Lean (170-185),No,3300000,61,64,72,72,61,63
C. Woodrow,Cauley Woodrow,71,73,26,184,74,Barnsley,English League Championship,ST,England,Right,4,3,High/Medium,Normal (170-185),No,4600000,69,73,59,69,32,70
H. Toffolo,Harry Toffolo,71,74,25,183,71,Huddersfield Town,English League Championship,LWB,England,Left,2,3,High/Medium,Lean (170-185),Yes,4400000,76,52,62,65,65,71
H. Canteros,Héctor Miguel Canteros,71,71,32,176,80,Patronato,Argentina Primera División,CAM,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,2200000,67,67,73,70,64,72
Insua,Pablo Ínsua Blanco,71,73,27,187,80,SD Huesca,Spanish Segunda División,SUB,Spain,Right,3,2,Low/Medium,Normal (185+),Yes,3400000,47,36,55,52,72,63
J. Damm,Jürgen Damm Rascón,71,71,28,185,70,Atlanta United,USA Major League Soccer,SUB,Mexico,Right,3,3,High/Medium,Lean (185+),No,2900000,92,62,63,72,44,71
Paulinho,Paulo Henrique Soares dos Santos,71,72,26,168,58,Shanghai Port FC,Chinese Super League,SUB,Brazil,Left,3,4,High/Medium,Normal (170-),No,3600000,76,72,73,76,44,66
Pedro Henrique,Pedro Henrique Konzen Medina da Silva,71,71,31,181,76,Demir Grup Sivasspor,Turkish Süper Lig,SUB,Brazil,Left,4,3,High/Medium,Lean (170-185),No,3200000,80,68,67,73,31,61
D. Bain,Dénys Bain,71,73,27,181,74,Stade Brestois 29,French Ligue 1,SUB,France,Right,4,2,Low/High,Normal (170-185),No,4200000,61,26,49,53,72,75
F. Holland,Fabian Holland,71,71,30,172,74,SV Darmstadt 98,German 2. Bundesliga,LB,Germany,Left,2,3,High/High,Normal (170-185),No,2500000,64,47,61,69,69,71
J. Van Rankin,Josecarlos Van Rankin Galland,71,71,28,178,73,Portland Timbers,USA Major League Soccer,RB,Mexico,Right,3,3,Medium/Medium,Lean (170-185),No,,73,39,63,68,68,75
Dani Barrio,Daniel Barrio Álvarez,71,71,34,190,78,Málaga CF,Spanish Segunda División,GK,Spain,Left,3,1,Medium/Medium,Lean (185+),No,520000,,,,,,
D. Blum,Danny Blum,71,71,30,183,83,VfL Bochum 1848,German 1. Bundesliga,SUB,Germany,Left,3,3,Medium/Low,Normal (170-185),No,3200000,80,70,65,73,32,66
Q. Bernard,Quentin Bernard,71,71,31,184,83,AJ Auxerre,French Ligue 2,LB,France,Left,3,2,Medium/Medium,Normal (170-185),No,2500000,63,57,68,64,66,79
Antônio Carlos,Antônio Carlos Cunha Capocasali Junior,71,72,28,191,79,Orlando City Soccer Club,USA Major League Soccer,RCB,Brazil,Right,2,2,Medium/High,Lean (185+),No,2800000,60,34,43,43,71,80
Eugeni,Eugeni Valderrama Domènech,71,72,26,184,75,FC Arouca,Portuguese Liga ZON SAGRES,CM,Spain,Right,3,4,Medium/Medium,Lean (170-185),No,4700000,63,69,73,72,57,65
Carlinhos,Carlos Vinícius Santos de Jesús,71,72,27,179,81,Portimonense SC,Portuguese Liga ZON SAGRES,LCM,Brazil,Right,4,3,Medium/Medium,Normal (170-185),No,4800000,69,65,69,75,47,73
M. Schuhen,Marcel Schuhen,71,74,28,188,85,SV Darmstadt 98,German 2. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Normal (185+),No,2800000,,,,,,
P. González,Pablo González Díaz,71,71,28,172,70,Deportivo Toluca,Mexican Liga MX,RES,Mexico,Right,4,2,High/High,Normal (170-185),No,3200000,52,66,71,68,64,71
Jozabed,Jozabed Sánchez Ruiz,71,71,30,180,70,Málaga CF,Spanish Segunda División,RCM,Spain,Right,3,3,Medium/Medium,Lean (170-185),Yes,2900000,57,67,71,71,58,65
P. De Blasis,Pablo Ezequiel De Blasis,71,71,33,166,65,FC Cartagena,Spanish Segunda División,SUB,Argentina,Right,4,3,Medium/Medium,Normal (170-),Yes,1900000,72,71,68,77,63,50
Paulinho,Paulo Sérgio Mota,71,71,29,176,70,Moreirense FC,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,3,High/Medium,Normal (170-185),No,3400000,84,49,61,69,65,67
L. Magallán,Lisandro Magallán,71,72,27,185,83,RSC Anderlecht,Belgian Jupiler Pro League,RES,Argentina,Right,3,2,Low/Medium,Normal (185+),No,,51,38,52,58,71,79
J. Gómez,Jonathan David Gómez,71,71,31,171,68,Argentinos Juniors,Argentina Primera División,LCM,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,2400000,72,67,70,74,37,63
Tiago Rodrigues,Tiago Filipe Sousa Nóbrega Rodrigues,71,71,29,177,72,Al Hazem,Saudi Abdul L. Jameel League,CM,Portugal,Right,3,3,Medium/Medium,Normal (170-185),No,3000000,64,72,74,72,53,62
Cassiano,Cassiano Dias Moreira,71,71,32,184,75,FC Vizela,Portuguese Liga ZON SAGRES,ST,Brazil,Right,2,2,Medium/Low,Normal (170-185),No,3200000,66,71,54,63,27,71
Alex Muñoz,Alejandro José Muñoz Miguel,71,72,26,187,80,CD Tenerife,Spanish Segunda División,SUB,Spain,Left,3,2,High/Medium,Normal (185+),No,3400000,80,65,61,66,67,78
J. Gondorf,Jérôme Gondorf,71,71,33,176,74,Karlsruher SC,German 2. Bundesliga,CDM,Germany,Right,4,3,Medium/High,Normal (170-185),Yes,1900000,61,63,70,71,66,77
J. Green,Julian Green,71,72,26,173,70,SpVgg Greuther Fürth,German 1. Bundesliga,LCM,United States,Right,4,3,Medium/Low,Lean (170-185),No,4100000,74,68,66,76,33,60
D. Heuer Fernandes,Daniel Heuer Fernandes,71,71,28,188,81,Hamburger SV,German 2. Bundesliga,GK,Portugal,Right,4,1,Medium/Medium,Normal (185+),No,2100000,,,,,,
Tiago Silva,Tiago Rafael Maia da Silva,71,71,28,170,62,Vitória de Guimarães,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,4,4,Medium/Medium,Normal (170-),No,4000000,70,70,72,73,62,58
