short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
Fábio Abreu,Fábio Gonçalves Abreu,75,75,28,182,76,Al Batin,Saudi Abdul L. Jameel League,ST,Angola,Right,3,3,High/Medium,Normal (170-185),No,9900000,78,75,54,71,26,76
A. Canelo,Alexis Pedro Canelo,75,75,29,178,80,Deportivo Toluca,Mexican Liga MX,LW,Argentina,Right,4,3,High/Medium,Stocky (170-185),No,9400000,87,79,64,72,28,72
S. Deli,Simon Désiré Sylvanus Deli,75,76,29,192,86,Adana Demirspor,Turkish Süper Lig,SUB,Côte d'Ivoire,Left,3,2,Medium/Medium,Normal (185+),No,10400000,69,46,53,64,75,80
J. Drommel,Joël Drommel,75,81,24,193,90,PSV,Holland Eredivisie,GK,Netherlands,Right,3,1,Medium/Medium,Normal (185+),No,11200000,,,,,,
J. Reine-Adélaïde,Jeff Reine-Adélaïde,75,82,23,184,75,Olympique Lyonnais,French Ligue 1,RES,France,Right,3,4,High/Medium,Normal (170-185),Yes,23100000,76,70,72,80,54,68
D. Barinov,Dmitriy Barinov,75,82,24,179,72,FC Lokomotiv Moscow,Russian Premier League,RCM,Russia,Right,3,2,Medium/High,Stocky (170-185),No,18900000,68,59,63,66,74,71
H. Moukoudi,Harold Moukoudi,75,80,23,191,74,AS Saint-Étienne,French Ligue 1,LCB,Cameroon,Right,3,2,Medium/Medium,Stocky (185+),No,15600000,53,32,51,48,75,80
V. Guzmán,Víctor Alfonso Guzmán Guzmán,75,78,26,175,79,Pachuca,Mexican Liga MX,CAM,Mexico,Right,4,3,High/High,Normal (170-185),No,13300000,75,72,73,76,69,74
L. García,Levi Samuel Garcia,75,80,23,182,78,AEK Athens,Greek Super League,RW,Trinidad and Tobago,Left,4,3,High/Medium,Stocky (170-185),No,19300000,85,67,70,81,31,71
Gil Dias,Gil Bastião Dias,75,80,24,183,78,SL Benfica,Portuguese Liga ZON SAGRES,RES,Portugal,Left,4,4,High/Medium,Normal (170-185),No,17600000,76,66,70,77,64,69
W. Anton,Waldemar Anton,75,78,24,189,84,VfB Stuttgart,German 1. Bundesliga,CB,Germany,Right,3,3,Medium/Medium,Normal (185+),Yes,13100000,66,46,57,64,76,79
M. Pjaca,Marko Pjaca,75,76,26,186,83,Torino F.C.,Italian Serie A,LF,Croatia,Right,4,3,High/Medium,Normal (185+),No,,76,67,74,82,41,63
Fali,Rafael Jiménez Jarque,75,77,27,186,84,Cádiz CF,Spain Primera Division,LCB,Spain,Right,3,2,Medium/High,Normal (185+),No,13700000,55,53,66,59,74,87
B. Heynen,Bryan Heynen,75,80,24,183,73,KRC Genk,Belgian Jupiler Pro League,LCM,Belgium,Right,4,3,High/High,Lean (170-185),No,13400000,66,68,74,73,72,72
A. Barboza,Alexander Nahuel Barboza Ullúa,75,78,26,193,70,Club Libertad,Paraguayan Primera División,LCB,Argentina,Left,3,2,High/High,Normal (185+),Yes,14800000,51,57,60,63,73,85
R. Krunić,Rade Krunić,75,75,27,184,74,AC Milan,Italian Serie A,SUB,Bosnia and Herzegovina,Right,3,3,High/Medium,Normal (170-185),No,10200000,67,72,74,76,68,70
Córdoba,Iñigo Córdoba Querejeta,75,81,24,180,76,Go Ahead Eagles,Holland Eredivisie,SUB,Spain,Left,3,4,High/High,Lean (170-185),Yes,,82,71,71,77,64,69
C. Montes,César Jasib Montes Castro,75,83,24,191,70,CF Monterrey,Mexican Liga MX,RCB,Mexico,Right,3,2,Medium/High,Normal (185+),No,20700000,60,44,62,64,75,76
T. Davies,Tom Davies,75,79,23,180,70,Everton,English Premier League,SUB,England,Right,3,3,Medium/High,Lean (170-185),Yes,15800000,65,64,73,75,69,71
Simão Donatinho,Simão Alvin Donatinho Garcia,75,75,25,188,82,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,GK,Brazil,Left,2,1,Medium/Medium,Normal (185+),No,8700000,,,,,,
Enaldo Praz,Enaldo Diogo Barbosa Prazeres,75,75,37,177,73,Grêmio,Campeonato Brasileiro Série A,LB,Brazil,Left,3,2,Medium/Medium,Normal (170-185),No,2300000,70,49,68,65,74,71
Walexinton,Alexandre Jonas Santos Fernandes,75,75,29,177,74,Club Athletico Paranaense,Campeonato Brasileiro Série A,SUB,Brazil,Right,3,1,Medium/Medium,Stocky (170-185),No,7200000,,,,,,
Jailson Caeiro,Jailson Michel Caeiro Meireles,75,75,29,177,75,Ceará Sporting Club,Campeonato Brasileiro Série A,RB,Brazil,Right,4,3,High/Medium,Normal (170-185),No,9300000,70,53,63,72,74,69
Kaíqundo Calado,Kaíqundo Calado Dimas,75,75,25,184,77,São Paulo,Campeonato Brasileiro Série A,LCM,Brazil,Right,1,2,Medium/Medium,Normal (170-185),No,10500000,82,51,64,71,72,73
Estevão Candeira,Estevão Danilo Candeira Inácio,75,75,25,176,73,Flamengo,Campeonato Brasileiro Série A,LB,Brazil,Right,4,2,Medium/Medium,Lean (170-185),No,9900000,77,59,70,69,70,68
Juli Freitinho,Julio Leonardo Dourado de Freitas,75,75,21,192,91,Bahia,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,Medium/High,Normal (185+),No,11400000,41,46,56,53,75,79
Leo Vimieiro,Leôncio Roger Vimieiro Madeira,75,75,25,168,66,São Paulo,Campeonato Brasileiro Série A,SUB,Brazil,Left,3,2,Medium/Medium,Stocky (170-),No,10500000,73,52,66,70,74,71
Emilio Piodão,Emilio Alex Piodão Esser,75,75,29,177,78,Bahia,Campeonato Brasileiro Série A,LCM,Brazil,Right,2,2,Medium/Medium,Normal (170-185),No,9100000,71,64,69,70,74,76
Jorginhson,Jorgino Silas Ruiz Prestes,75,75,29,178,75,Ceará Sporting Club,Campeonato Brasileiro Série A,RDM,Brazil,Left,4,2,Medium/Medium,Normal (170-185),No,9100000,70,57,68,74,76,64
Cris Laranjeiros,Cristian Also Laranjeiro Sá,75,75,29,185,85,Club Athletico Paranaense,Campeonato Brasileiro Série A,LCB,Brazil,Right,3,2,Medium/Medium,Normal (185+),No,8900000,70,54,61,64,75,81
Kaíquão Castro,Kaíque Osvaldo Castro Rodrigues,75,75,25,190,88,Fluminense,Campeonato Brasileiro Série A,GK,Brazil,Right,2,1,Medium/Medium,Normal (185+),No,8700000,,,,,,
Danisco Fachini,Daniel Clayton Fachini Lobato,75,75,33,169,68,Flamengo,Campeonato Brasileiro Série A,LDM,Brazil,Right,3,2,Medium/Medium,Normal (170-),No,5000000,66,43,67,68,74,70
Joshuando Sá,Joshua Eduardo Sá Madeira,75,75,25,182,81,Santos,Campeonato Brasileiro Série A,LW,Brazil,Left,3,2,Medium/Medium,Normal (170-185),No,10500000,73,44,64,65,75,73
Jesus Andradaldo,Jesus Fabrício Andrade Simões,75,75,29,177,73,Grêmio,Campeonato Brasileiro Série A,RB,Brazil,Right,3,3,Medium/Medium,Normal (170-185),No,9300000,71,46,67,73,75,72
Rubens Freitosa,Rubens Jairo Freitosa Costa,75,75,37,174,75,Club Athletico Paranaense,Campeonato Brasileiro Série A,RCM,Brazil,Right,4,2,Medium/Medium,Normal (170-185),No,3400000,64,64,73,71,68,76
Davi Parrela,Davi Alexandre Parrela Ferreira,75,75,21,191,88,Atlético Clube Goianiense,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,Medium/Medium,Normal (185+),No,11400000,64,40,54,51,76,78
Duirval Diniz,Duirval Hélton Diniz Cabral,75,75,25,187,82,Club Athletico Paranaense,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,Medium/Medium,Normal (185+),No,10500000,53,47,55,51,77,74
Pascoal Muscato,Pascoal Simão Muscato Vieira,75,75,29,177,84,Santos,Campeonato Brasileiro Série A,LCM,Brazil,Right,4,2,Medium/Medium,Stocky (170-185),No,9100000,58,68,69,70,73,76
Elildo Petri,Elias Thiago Petri Taffarel,75,75,25,172,71,Palmeiras,Campeonato Brasileiro Série A,RM,Brazil,Right,4,2,Medium/Medium,Normal (170-185),No,11400000,73,68,75,77,29,67
Dênildo Stein,Dênis Rubens Stein Rebelo,75,75,37,180,71,Ceará Sporting Club,Campeonato Brasileiro Série A,RS,Brazil,Left,3,3,High/Medium,Normal (170-185),No,3600000,76,76,61,73,30,64
Formosandrinho,Estevão Daniel Formoso Serpa,75,75,29,178,72,Clube Atlético Mineiro,Campeonato Brasileiro Série A,RS,Brazil,Right,3,3,Medium/Medium,Lean (170-185),No,9900000,77,77,60,73,24,60
Rafael Cachoira,Rafael Jorgino Cachoira Rebelo,75,75,21,188,84,RB Bragantino,Campeonato Brasileiro Série A,RCB,Brazil,Right,3,2,Medium/Medium,Stocky (185+),No,11400000,53,40,58,58,77,77
Matheus Reis,Matheus Reis de Lima,75,78,26,183,80,Sporting CP,Portuguese Liga ZON SAGRES,SUB,Brazil,Left,2,3,Medium/Medium,Normal (170-185),No,14500000,70,52,65,73,71,78
B. Lozano,Brian Avelino Lozano Aparicio,75,75,27,167,67,Santos Laguna,Mexican Liga MX,LM,Uruguay,Right,4,4,High/Medium,Lean (170-),No,10200000,82,70,71,76,38,68
D. Vergara,Duván Andrés Vergara Hernández,75,78,24,175,72,CF Monterrey,Mexican Liga MX,LW,Colombia,Right,3,3,High/Medium,Normal (170-185),No,12600000,88,70,66,77,37,67
Jamiro Monteiro,Jamiro Gregory Monteiro Alvarenga,75,75,27,175,72,Philadelphia Union,USA Major League Soccer,CAM,Cape Verde Islands,Right,4,3,High/High,Lean (170-185),No,9000000,75,63,73,78,64,76
N. Dorsch,Niklas Bernd Dorsch,75,80,23,178,76,FC Augsburg,German 1. Bundesliga,LDM,Germany,Right,3,3,Medium/Medium,Normal (170-185),No,15000000,68,65,71,76,71,73
Iván Alejo,Iván Alejo Peralta,75,76,26,184,76,Cádiz CF,Spain Primera Division,SUB,Spain,Right,3,4,Medium/Medium,Lean (170-185),Yes,14800000,80,72,73,77,43,65
Ayrton,Ayrton Lucas Dantas de Medeiros,75,82,24,180,72,Spartak Moskva,Russian Premier League,LB,Brazil,Left,3,3,Medium/Medium,Lean (170-185),No,18900000,84,55,65,76,67,76
Javi Galán,Javier Galán Gil,75,77,26,172,70,RC Celta de Vigo,Spain Primera Division,LB,Spain,Left,2,3,High/Medium,Normal (170-185),No,14100000,77,54,72,74,69,67
R. Del Castillo,Romain Del Castillo,75,78,25,172,65,Stade Brestois 29,French Ligue 1,LM,France,Left,3,3,Medium/Medium,Normal (170-185),No,15600000,77,68,72,79,39,65
U. Sadiq,Umar Sadiq Mesbah,75,81,24,192,75,Unión Deportiva Almería,Spanish Segunda División,ST,Nigeria,Right,3,3,High/Medium,Lean (185+),No,16200000,83,75,57,72,30,73
A. Šporar,Andraž Šporar,75,76,27,186,82,Middlesbrough,English League Championship,SUB,Slovenia,Right,4,3,Medium/Low,Normal (185+),No,,76,75,66,72,19,70
Y. Karamoh,Yann Dorgelès Isaac Karamoh,75,79,22,185,77,Fatih Karagümrük S.K.,Turkish Süper Lig,RM,France,Right,4,4,High/Medium,Lean (185+),No,,78,69,69,79,31,61
J. Karlsson,Karl Jesper Karlsson,75,82,22,171,70,AZ Alkmaar,Holland Eredivisie,LW,Sweden,Right,3,4,High/Low,Lean (170-185),No,19600000,82,72,68,79,35,54
A. Harit,Amine Harit,75,81,24,180,67,Olympique de Marseille,French Ligue 1,SUB,Morocco,Right,3,5,High/Medium,Lean (170-185),Yes,,79,64,69,82,45,47
M. Grujić,Marko Grujić,75,80,25,191,84,FC Porto,Portuguese Liga ZON SAGRES,SUB,Serbia,Right,3,3,High/Medium,Normal (185+),Yes,16600000,61,71,71,77,72,77
Joaquín,Joaquín Fernández Moreno,75,82,25,190,72,Real Valladolid CF,Spanish Segunda División,RCB,Spain,Right,3,2,Medium/High,Unique,Yes,18000000,65,48,61,59,75,78
M. Caktaš,Mijo Caktaš,75,75,29,178,68,Damac FC,Saudi Abdul L. Jameel League,CAM,Croatia,Right,3,3,High/Medium,Normal (170-185),No,9100000,68,76,73,76,62,72
F. Zampedri,Fernando Matías Zampedri,75,75,33,185,83,Universidad Católica,Chilian Campeonato Nacional,ST,Argentina,Right,3,3,Medium/Medium,Normal (185+),No,5000000,68,78,55,71,29,76
T. Tomiyasu,冨安 健洋,75,85,22,188,84,Arsenal,English Premier League,SUB,Japan,Right,5,2,Medium/High,Lean (185+),No,25200000,68,32,63,69,76,77
R. Aliendro,Rodrigo Germán Aliendro,75,75,30,177,68,Club Atlético Colón,Argentina Primera División,LDM,Argentina,Right,3,4,Medium/Medium,Stocky (170-185),No,8300000,77,68,72,77,73,76
M. Turner,Matthew Charles Turner,75,77,27,191,88,New England Revolution,USA Major League Soccer,GK,United States,Right,2,1,Medium/Medium,Lean (185+),Yes,7900000,,,,,,
R. Kristensen,Rasmus Nissen Kristensen,75,82,23,187,70,FC Red Bull Salzburg,Austrian Football Bundesliga,RB,Denmark,Right,3,3,High/High,Normal (185+),No,17900000,77,59,68,67,70,82
L. Sinisterra,Luis Fernando Sinisterra Lucumí,75,82,22,172,60,Feyenoord,Holland Eredivisie,LW,Colombia,Right,4,4,High/High,Normal (170-185),No,19600000,89,64,69,82,52,64
O. Edouard,Odsonne Édouard,75,83,23,187,83,Crystal Palace,English Premier League,SUB,France,Right,4,4,High/Medium,Normal (185+),No,26300000,83,74,67,79,45,75
H. Onyekuru,Henry Chukwuemeka Onyekuru,75,80,24,175,70,Olympiacos CFP,Greek Super League,SUB,Nigeria,Right,4,4,High/Low,Normal (170-185),No,18500000,92,71,65,80,34,54
I. Radu,Ionuț Andrei Radu,75,80,24,188,78,Inter,Italian Serie A,RES,Romania,Right,2,1,Medium/Medium,Normal (185+),Yes,12400000,,,,,,
D. Turnbull,David Turnbull,75,83,21,185,75,Celtic,Scottish Premiership,LCM,Scotland,Right,4,3,High/Medium,Lean (185+),No,25000000,71,71,76,75,62,66
L. Abram,Luis Alfonso Abram Ugarelli,75,80,25,182,76,Granada CF,Spain Primera Division,SUB,Peru,Left,3,2,Medium/High,Normal (170-185),No,16300000,65,42,58,59,75,78
Y. Eteki,Yan Brice Eteki,75,83,23,182,76,Granada CF,Spain Primera Division,SUB,Cameroon,Right,3,2,Medium/High,Normal (170-185),No,27600000,63,55,66,69,70,76
Y. Wissa,Yoane Wissa,75,78,24,176,74,Brentford,English Premier League,SUB,Congo DR,Right,3,3,High/Medium,Lean (170-185),No,15600000,88,74,65,77,28,68
C. Fassnacht,Christian Fassnacht,75,75,27,185,77,BSC Young Boys,Swiss Super League,RM,Switzerland,Right,3,3,High/Medium,Lean (185+),No,9000000,82,70,69,74,37,71
P. Rosario,Pablo Paulino Rosario,75,79,24,188,73,OGC Nice,French Ligue 1,RCM,Netherlands,Right,3,3,Medium/Medium,Normal (185+),Yes,14800000,67,64,68,72,72,78
Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,75,85,22,174,67,Sporting CP,Portuguese Liga ZON SAGRES,LWB,Portugal,Left,2,4,High/Medium,Lean (170-185),Yes,,86,55,71,78,65,63
C. Rodríguez,Carlos Alberto Rodríguez Gómez,75,82,24,176,66,CF Monterrey,Mexican Liga MX,RCM,Mexico,Right,3,3,High/High,Lean (170-185),No,19800000,76,60,73,76,68,66
M. Moreno,Damián Marcelino Moreno,75,77,26,168,65,Atlanta United,USA Major League Soccer,LCM,Argentina,Right,3,5,High/Medium,Lean (170-),No,11000000,89,68,73,83,59,63
D. Bronn,Dylan Daniel Mahmoud Bronn,75,78,26,185,77,FC Metz,French Ligue 1,RCB,Tunisia,Right,3,2,High/Medium,Normal (185+),No,13500000,66,61,67,65,76,76
G. Konan,Ghislain Konan,75,78,25,176,71,Stade de Reims,French Ligue 1,LWB,Côte d'Ivoire,Left,3,3,Medium/Medium,Normal (170-185),No,14500000,79,48,68,75,70,71
R. Sessegnon,Kouassi Ryan Sessegnon,75,84,21,178,71,Tottenham Hotspur,English Premier League,SUB,England,Left,3,4,High/Medium,Lean (170-185),Yes,25200000,82,65,70,76,68,66
Fran Beltrán,Francisco José Beltrán Peinado,75,82,22,165,64,RC Celta de Vigo,Spain Primera Division,SUB,Spain,Right,3,3,Medium/Medium,Normal (170-),No,26500000,63,56,75,78,75,66
Alam Lindeiro,Alam Cristian Lindeiro Couto,75,75,25,181,70,Atlético Clube Goianiense,Campeonato Brasileiro Série A,LB,Brazil,Left,3,3,Medium/Medium,Lean (170-185),No,10500000,72,42,68,70,73,62
A. Elis,Alberth Josué Elis Martínez,75,78,25,180,73,FC Girondins de Bordeaux,French Ligue 1,RS,Honduras,Right,4,4,High/Medium,Normal (170-185),Yes,,90,71,63,78,31,74
E. Atuesta,Eduard Andrés Atuesta Velasco,75,82,24,180,71,Los Angeles FC,USA Major League Soccer,CDM,Colombia,Right,4,3,Medium/Medium,Normal (170-185),No,17900000,63,58,75,76,68,70
J. Mateta,Jean-Philippe Mateta,75,80,24,192,88,Crystal Palace,English Premier League,SUB,France,Right,4,3,Medium/Low,Normal (185+),No,,69,73,53,71,32,77
S. Lukić,Saša Lukić,75,80,24,183,77,Torino F.C.,Italian Serie A,LCM,Serbia,Right,3,3,Medium/Medium,Normal (170-185),Yes,15100000,64,63,75,78,69,68
F. Medina,Facundo Axel Medina,75,80,22,184,77,Racing Club de Lens,French Ligue 1,LCB,Argentina,Left,2,2,Medium/Medium,Stocky (170-185),No,16600000,78,33,60,68,76,75
H. Maïga,Digbo G'nampa Habib Maïga,75,78,25,181,80,FC Metz,French Ligue 1,RCM,Côte d'Ivoire,Right,3,2,Medium/High,Normal (170-185),No,13500000,59,55,67,69,71,86
M. Aebischer,Michel Aebischer,75,80,24,183,74,BSC Young Boys,Swiss Super League,RCM,Switzerland,Right,4,3,Medium/High,Lean (170-185),No,13400000,72,65,75,75,65,75
A. Sobolev,Aleksandr Sobolev,75,80,24,195,85,Spartak Moskva,Russian Premier League,ST,Russia,Right,3,2,High/Low,Lean (185+),No,14200000,71,75,58,71,42,72
J. Hernández,Juan Camilo Hernández Suárez,75,81,22,176,73,Watford,English Premier League,SUB,Colombia,Right,4,3,High/Medium,Stocky (170-185),Yes,18900000,83,75,65,73,42,73
J. Foyth,Juan Marcos Foyth,75,83,23,187,69,Villarreal CF,Spain Primera Division,SUB,Argentina,Right,3,3,Medium/High,Lean (185+),Yes,26500000,66,45,67,72,76,73
M. Berisha,Mërgim Berisha,75,80,23,186,79,Fenerbahçe SK,Turkish Süper Lig,SUB,Germany,Right,3,3,High/Medium,Normal (185+),No,16800000,77,76,71,74,32,76
J. Willock,Joseph Willock,75,83,21,186,76,Newcastle United,English Premier League,RCM,England,Right,3,3,Medium/Medium,Lean (185+),Yes,26300000,76,72,68,77,61,69
C. Luyindama,Christian Luyindama Nekadio,75,77,27,191,91,Galatasaray SK,Turkish Süper Lig,RCB,Congo DR,Right,2,2,Medium/Medium,Normal (185+),No,12500000,76,37,49,52,74,85
Y. Neyou,Yvan Neyou Noupa,75,80,24,180,63,AS Saint-Étienne,French Ligue 1,LDM,Cameroon,Right,3,2,Medium/Medium,Lean (170-185),No,16600000,65,60,67,76,73,67
T. Kubo,久保 建英,75,88,20,173,67,RCD Mallorca,Spain Primera Division,CAM,Japan,Left,4,4,High/Medium,Lean (170-185),No,,81,66,68,83,39,56
N. Domínguez,Nicolás Martín Domínguez,75,83,23,179,73,Bologna,Italian Serie A,RDM,Argentina,Right,5,3,High/High,Lean (170-185),No,23800000,75,66,70,75,71,77
M. Murillo,Michael Amir Murillo Bermudez,75,78,25,183,75,RSC Anderlecht,Belgian Jupiler Pro League,RB,Panama,Right,3,3,High/High,Normal (170-185),Yes,11000000,83,57,68,71,71,75
Mama Baldé,Mama Samba Baldé,75,77,25,176,69,ESTAC Troyes,French Ligue 1,LM,Guinea Bissau,Right,3,3,High/Low,Normal (170-185),No,14500000,91,72,67,73,50,79
Nacho Vidal,Ignacio Vidal Miralles,75,78,26,180,75,CA Osasuna,Spain Primera Division,RB,Spain,Right,3,3,High/Medium,Lean (170-185),Yes,15200000,77,55,69,70,71,65
M. Pongračić,Marin Pongračić,75,81,23,190,95,Borussia Dortmund,German 1. Bundesliga,RES,Croatia,Right,3,2,Medium/Medium,Normal (185+),No,,72,26,51,63,74,78
R. Vargas,Ruben Estephan Vargas Martínez,75,83,22,179,68,FC Augsburg,German 1. Bundesliga,LM,Switzerland,Right,4,3,High/Medium,Lean (170-185),No,25000000,83,69,67,79,54,65
Bruno Tabata,Bruno Vinícius Souza Ramos,75,81,24,175,72,Sporting CP,Portuguese Liga ZON SAGRES,SUB,Brazil,Left,3,4,Medium/Low,Normal (170-185),No,19800000,79,67,71,80,46,61
Óscar,Óscar Rodríguez Arnaiz,75,84,23,174,68,Sevilla FC,Spain Primera Division,SUB,Spain,Right,3,3,High/Medium,Normal (170-185),No,28800000,63,74,74,78,49,55
F. Onyeka,Frank Ogochukwu Onyeka,75,81,23,183,70,Brentford,English Premier League,RCM,Nigeria,Right,3,3,High/High,Lean (170-185),No,17600000,87,58,66,72,74,81
J. Macías,José Juan Macías Guzmán,75,84,21,177,73,Getafe CF,Spain Primera Division,SUB,Mexico,Right,3,3,High/Medium,Normal (170-185),No,,73,74,59,75,25,62
C. Ekuban,Caleb Ekuban,75,75,27,182,80,Genoa,Italian Serie A,SUB,Ghana,Right,3,3,High/Medium,Normal (170-185),No,10800000,86,71,66,73,28,84
A. Mac Allister,Alexis Mac Allister,75,82,22,174,72,Brighton & Hove Albion,English Premier League,SUB,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,24200000,70,76,77,74,56,62
M. Aarons,Maximillian James Aarons,75,83,21,178,69,Norwich City,English Premier League,RB,England,Right,3,3,High/Medium,Normal (170-185),Yes,26400000,81,42,64,75,70,71
Murilo,Murilo Cerqueira Paim,75,80,24,188,78,FC Lokomotiv Moscow,Russian Premier League,SUB,Brazil,Right,2,2,Medium/Medium,Normal (185+),No,12600000,72,36,52,57,76,78
Calero,Fernando Calero Villa,75,79,25,183,71,RCD Espanyol de Barcelona,Spain Primera Division,SUB,Spain,Right,4,2,Medium/Medium,Lean (170-185),Yes,15200000,65,45,67,68,76,74
Carles Pérez,Carles Pérez Sayol,75,81,23,173,75,Roma,Italian Serie A,SUB,Spain,Left,2,4,High/Medium,Normal (170-185),No,17100000,81,73,66,80,36,62
T. Chancalay,Tomás Alejandro Chancalay,75,84,22,179,74,Racing Club,Argentina Primera División,RM,Argentina,Right,3,3,High/Medium,Lean (170-185),No,,81,74,73,76,40,60
O. Skipp,Oliver Skipp,75,85,20,178,70,Tottenham Hotspur,English Premier League,CDM,England,Right,3,2,Medium/High,Normal (170-185),Yes,24200000,62,46,67,67,71,70
Álex Centelles,Alejandro Centelles Plaza,75,85,21,185,73,Unión Deportiva Almería,Spanish Segunda División,SUB,Spain,Left,3,3,Medium/Medium,Lean (185+),No,21600000,77,51,68,71,69,74
B. Barišić,Borna Barišić,75,75,28,186,80,Rangers FC,Scottish Premiership,LB,Croatia,Left,3,3,High/Medium,Normal (185+),No,9000000,76,60,75,71,70,77
Manu Vallejo,Manuel Javier Vallejo Galván,75,81,24,167,72,Valencia CF,Spain Primera Division,SUB,Spain,Right,4,3,High/Medium,Normal (170-),No,20700000,74,76,68,77,43,63
Martín,Martín Aguirregabiria Padilla,75,80,25,178,69,Deportivo Alavés,Spain Primera Division,SUB,Spain,Right,3,3,High/Medium,Normal (170-185),No,17100000,66,35,63,69,74,65
Ferro,Francisco Reis Ferreira,75,81,24,191,78,SL Benfica,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,2,Medium/Medium,Lean (185+),Yes,17600000,52,43,54,59,76,75
J. Campuzano,Jorman David Campuzano Puentes,75,81,25,175,69,Boca Juniors,Argentina Primera División,CDM,Colombia,Right,3,2,Low/High,Normal (170-185),No,12800000,75,40,62,64,73,75
G. Magnani,Giangiacomo Magnani,75,80,25,191,87,Hellas Verona,Italian Serie A,SUB,Italy,Right,3,2,Low/High,Normal (185+),No,13300000,75,35,47,51,76,74
R. Faivre,Romain Faivre,75,83,22,180,69,Stade Brestois 29,French Ligue 1,CAM,France,Left,3,4,High/Medium,Lean (170-185),No,27500000,74,72,73,78,63,63
C. Doucouré,Cheick Oumar Doucouré,75,80,21,180,73,Racing Club de Lens,French Ligue 1,SUB,Mali,Right,3,3,Medium/High,Normal (170-185),No,17600000,70,56,69,74,72,76
I. Louza,Imran Louza,75,81,22,178,65,Watford,English Premier League,SUB,France,Left,3,4,Medium/Medium,Lean (170-185),No,18900000,61,64,74,77,63,52
E. Mwepu,Enock Mwepu,75,81,23,184,76,Brighton & Hove Albion,English Premier League,SUB,Zambia,Right,3,3,High/High,Normal (170-185),No,18900000,82,73,71,75,71,79
O. Kökçü,Orkun Kökçü,75,83,20,175,68,Feyenoord,Holland Eredivisie,LCM,Turkey,Right,5,3,Medium/Medium,Normal (170-185),No,21300000,71,70,76,78,55,70
